pH,Hardness,Turbidity,Sulfate,Chlorine,Potability
7.745071229516849,130.15350623861684,2.8733935544373264,273.0533667211339,0.7429469253565575,1
6.792603548243223,119.39035118098697,2.8428232141712866,172.53159423361552,1.7246774719128461,1
7.971532807151039,158.96736537979857,5.39673713874692,464.27110344641864,3.577327297050473,0
9.284544784612038,196.24501257712723,3.02867284435152,393.9597927430135,1.4945504786444854,0
6.648769937914996,292.90281190395274,2.1568353771194144,175.8179358298242,0.9101969558330663,1
6.648794564576229,199.6341664594454,5.090112290462412,237.26423318788883,2.6519334010300284,0
9.368819223261088,219.59039798330065,3.2415804650022206,274.45980696492177,2.172812279771284,0
8.151152093729364,119.64202806072868,1.499954636868566,336.34140715616104,0.1,0
6.295788421097572,88.44791364183142,5.309995121083235,252.91519123250126,2.6623463197532864,0
7.8138400653789475,153.73988097714738,3.3873235290335986,147.5105100619133,4.128467768501601,0
6.304873460781307,156.43019491557578,3.0058519333588753,178.2441360799947,0.1,0
6.301405369644614,85.28923551812417,3.3558167828233088,249.55182036232085,0.7642939759778762,0
7.362943407349051,139.48232820575922,0.858663257166806,373.4456978764691,0.1,0
4.130079633013303,173.95905610314784,1.9446924476433254,292.7837860536044,1.9246955792591651,0
4.412623251230451,171.62360370108482,3.0071652036655667,172.6585073384984,2.9903862366113527,0
6.1565687061385415,180.25727120305635,2.6106726099506403,314.837277770979,2.1055007497962794,0
5.480753319498364,167.45788380824658,5.544856765633191,211.301516112184,3.3919956981126695,0
7.471370998892911,119.57948044379665,3.434811705454007,339.04080051868414,2.830550290330134,1
5.637963886718183,119.16596240106941,4.709807845272805,502.70104183286054,3.702147323502177,0
4.881544447997063,78.06291612036745,3.018790709151699,214.11736290564505,3.1602107681070946,0
9.19847315338233,257.0865023511057,5.112576967492246,330.1605159726371,1.5970569313904956,0
6.661335549270197,150.80702187715758,3.7950555131463077,175.46066679622703,2.0667264562348397,1
7.101292307031886,136.5088166523089,3.02684097077692,238.77362328087025,1.131323084519027,1
4.862877720679815,94.27247511285248,2.973433822081961,252.95622868721014,1.7693438311319514,0
6.183425913212226,326.13947413966673,1.0911227474180734,230.63163399556194,2.0618316720181196,0
7.166383884564799,85.60031806662627,4.013831440272622,496.30136887750234,1.915092676464646,0
5.273509633866546,124.26912446363559,2.919590530927242,219.34069253216177,3.3422535263036104,0
7.563547027518508,174.95021017716363,1.9960160796375908,308.6851538784868,1.6698319374931692,1
6.099041965121793,186.01277794465665,5.212923541624143,56.99131306765676,1.067913586442643,0
6.562459375310085,207.47592331294103,0.4995679482103976,293.199656336961,1.1303889650968126,1
6.097440081655905,258.4565104661558,2.155008209135132,364.2054592352247,2.6551002716225307,0
9.778417276763406,180.36945932764274,5.055437497559067,197.24026574209492,0.5968615919110003,0
6.979754162893099,86.63815200199994,3.6310458818405067,50.0,1.7988138298490828,1
5.41343360656615,134.58329249269312,2.9042821446944855,246.1348231172675,3.327500245455421,0
8.233817368154783,168.4699423508331,3.502007086300293,251.7183850385528,2.2925984457408304,1
5.168734525043467,274.0935624903494,3.3588283420976826,322.40750507443045,1.9253946108812454,0
7.313295392507133,66.13167129454217,0.1,451.09030354134336,1.96408959636157,0
4.060494814180337,222.15459031351367,2.301476229304077,211.99463493996933,0.9704354077728272,0
5.007720926652354,160.794862172785,6.233043309027497,164.37118763397194,1.142865289565459,0
7.295291853803685,200.26983211376884,1.6813517304456649,133.30821986285568,1.8048183270854228,1
8.107699869993116,143.88031700184408,2.363397971791332,269.8078617031599,2.271273030109293,1
7.257052421784956,99.45404219242042,1.916758473381625,297.93542588185016,2.9481500118021104,1
6.826527576417639,195.05236676407992,2.8259695533637252,195.43446056374154,2.0925606171714346,1
6.548344456616067,189.26586162633726,1.8337543373514038,327.86827457257897,3.3527741757542477,1
4.782217014448859,208.32341794438332,3.97348300431612,296.53840768191753,3.605198015209525,0
5.920233687407937,149.20172187728187,3.3946268245805333,254.32316896448904,2.795267212482204,0
6.309041843560319,114.01067860080903,4.547095230214036,159.75852792558746,3.2249814080558847,0
8.585683339328373,56.4727802985695,0.898117667622079,201.8135684515277,1.0092864786119056,0
7.515427434352692,199.16239608836437,2.3193190342341934,50.0,0.8508010653119376,1
4.355439766955899,175.43336894663918,2.54855473677573,273.5787064198034,2.5179733762901657,0
7.486125954092192,92.05304202816245,3.9112938201771894,252.6341288747435,0.6587901881329528,1
6.422376579375525,117.68557960220255,1.4135576055859311,268.84789910894864,1.7096281559840667,0
5.984616999541062,121.99447128291357,4.831307608516688,300.431901556456,2.771191905329739,0
7.917514433261302,61.02093408105492,5.372831181035218,288.5821486432223,3.413372924685207,0
8.546499283743927,100.93905620369198,1.0222553047288323,238.96168193539648,1.7457843497119345,0
8.396920178674298,81.97017859161875,2.0182542102128687,254.86680431627525,1.3500557046923096,1
5.741173715166042,125.25125928672381,1.9361369834158153,109.56835833038306,2.3204616215115825,0
6.5361814362231785,105.67815010022623,8.264772409354997,191.6279354310574,0.9264565564761107,0
7.496895147105346,52.37970474799508,2.1401997895842264,255.04710536834614,1.8267213517065728,0
8.463317690683539,271.35541383416887,6.3552508843122695,176.41464240876394,1.9919999517237186,0
6.281238643232065,225.15244386175385,0.46673600978678076,336.0150795872546,1.972016007329205,0
6.721511535004274,103.25883470880086,1.0206980676712731,184.13679190449696,2.0885034738178816,1
5.340497538990958,166.3452837992166,1.6267909363035984,271.6305411248316,1.1654851444278582,0
5.205690063878993,175.0479053892777,1.3086213771069553,261.6565656815336,1.2730070073815831,0
8.218788733591296,221.46515128640863,2.4642025316830027,324.62775936104094,1.25288373896738,1
9.034360042856235,100.88369840039528,1.5824435945570037,340.0791174028302,0.3799056608049429,0
6.891984817629499,215.52640703894556,1.361316814530853,319.4032610967939,2.341830321846106,1
8.505299346838036,117.1256817475839,5.316943992946655,50.0,2.894657451692005,0
7.542454037571451,69.8482557498832,5.44758724502633,369.4148148013127,2.7963100828535357,0
6.032320368092313,193.44819355886983,4.898592996750631,402.7308224194598,1.7375031395392453,0
7.5420934082626205,227.44550544734568,4.047997911168656,201.78757156785306,1.1889947605361124,1
9.307054849698954,305.27453841184104,3.1854861315591045,273.664691267285,2.7443146423626894,0
6.946260941335073,78.01648409458718,2.0059386186681825,160.9168319869218,2.6389230223745517,0
9.346965483721009,191.93518110484735,1.093684990489816,55.162149326784856,2.217420642436296,0
3.0703823438653837,125.41192537238801,3.7259914068653748,176.12847344576136,3.744311252423273,0
8.232853756562836,197.00152263144187,0.6527392149064042,195.98609605363896,1.9735744786329372,1
7.130570602357257,61.77062692612496,1.0121581416492134,214.51492686481845,1.7431100160751112,0
6.551488974301199,74.23381345808616,5.305826512409619,154.1085909994012,1.6001826689253997,0
7.137641164803253,103.44751061001097,6.801298083444173,176.6574833182761,0.43912229351919274,0
4.018646628098661,154.73784274008506,3.7865902763329613,248.89936783715922,2.6613399641422926,0
6.670492168243732,111.53512400769867,5.2129143045892885,172.9773016889858,1.8945146328422235,0
7.53566885726762,189.54326063480516,2.5083033651120332,304.3524332550028,2.5099312413567954,1
9.216841067112274,211.61367709547486,0.32465162782463164,318.166065139744,3.8418780020912404,0
6.222594672589529,185.97465247472135,4.224343237237168,488.03877461644896,1.6092482300953828,0
5.787259595660219,247.12725837965206,4.138578646540128,362.5679932123462,0.1,0
6.247364434623195,174.94959776732057,3.1433371077604884,274.31030583284144,2.4810703695107725,0
8.373103176553112,76.98619737958997,2.515249083789777,187.97357033323215,2.1668593898926756,0
7.493126664489527,231.80259081230037,4.924421157162196,279.3747351673999,1.26754612402868,1
6.205359694349442,113.69062586364015,1.0285339331450511,282.6595959916356,2.397266335621498,0
7.769901149670034,204.6251099811342,1.4524388422186845,198.66869109943391,2.786096320104375,1
7.14561632402206,244.42405299330636,0.983786986479144,328.37313967528775,1.0533900897884525,1
8.452967485799334,177.40128064382395,3.169945925271654,110.19019853181246,1.6986681385966176,1
5.946920359183972,60.23047121012101,0.8242139757814835,225.56001644624894,3.476753729848928,0
6.508506780103348,94.90727000941251,1.631515638969513,305.58584593174066,1.2783778087706348,1
6.411837770301764,229.36466801310814,1.5884888755456041,221.2415852407903,2.0666697554137854,0
4.804727577801822,139.85263886143102,2.478783335332084,229.32455965707288,0.1,0
7.444180415596864,154.77441209652994,0.1,236.22141388077196,0.518154498918705,1
7.391582908269834,195.52946496981656,3.174409984074534,166.43987593122546,2.1575174973327997,1
7.0076701849636915,191.7793717248194,5.4946073013293555,367.39009315742084,3.227987809585601,0
6.64811929993728,166.72798874312764,3.270982744633524,148.1962328077185,0.6379703179989991,1
4.876943886924378,137.47989772677204,6.082642289602641,281.8159327409885,2.0745640620604964,0
6.369032015851961,131.23989325605856,5.66799637175385,291.36478982823735,1.6242820909462832,0
6.485928225209846,201.47392951748057,4.555470094495709,155.13780987910332,2.953088054992494,0
5.796584096167572,183.2141718640676,3.1493716852737714,257.31042543807433,0.7821966946774148,0
6.758071432500986,134.56199996293262,3.045000776490879,159.03678272552978,2.4300776483674853,1
7.606076285221808,214.92673877958845,4.52759954472652,389.10424750559457,1.3463093130037431,1
9.829278851815795,142.25795309221297,2.216658780991935,136.1217063023787,2.223038024826475,0
7.261866719247759,98.9002695399364,0.1,184.61029057680355,2.0689310523084727,1
7.386325586084147,104.46175806579932,3.9840081082059196,127.57749916444195,1.7482209258573822,1
6.888331126350749,91.27554982141405,0.7378627401300575,114.2301273132448,2.4778118462693843,1
4.121843177051438,133.65539900377877,1.0757175436192306,409.12152908822935,2.043652734302961,0
6.960229186826175,224.02345670017158,3.000447895991576,304.2774673912562,1.867193697923305,1
7.09034531491154,101.69428913816947,2.8097502448930602,264.0293425700544,1.643583465977257,1
10.69486316872793,161.30854566108619,0.17584878736873932,184.34230366530784,2.077598389745337,0
6.711458552828316,110.5986392623552,3.3309831282662805,340.76118110467684,2.222043548146072,1
7.452321013500419,134.38145752371375,4.932279321722097,167.5777560632547,1.010857919919379,1
6.947932345442135,59.39752728088487,0.7433168594684343,329.3639294330103,1.6505287620826234,0
5.246982943570702,136.76770625060774,5.544966661697519,162.7488723394364,0.9448140553688273,0
8.71423422177253,138.3776772117023,0.1,185.54922981243283,1.9601545772192144,0
8.127899549030161,182.41727664214173,7.234648288741907,325.82823861179213,1.407667795145972,0
8.186547920564571,163.39685479532224,2.1774791390330335,336.3827344155767,2.770783147981256,1
5.635918817807892,78.09647250287728,3.2912339936537824,309.7472933896761,2.6727269777566898,0
9.10419146640415,215.05189464261258,0.1,145.03258842432052,1.0772514364356303,0
4.8972234058115784,162.61818241331972,2.875727867061383,205.32731342771712,1.9976926546015252,0
7.880285640700405,161.9036110306492,3.4569643554363836,265.68987411985137,2.638516579248364,1
10.285683438714969,149.44905879689168,2.8276757918010107,165.07190380899084,1.8246916798359711,0
5.514195512303967,118.93455316666682,1.8738378458952527,387.0962760129293,1.2717824751944553,0
6.150553405595842,163.06814038492357,1.1068709629443703,50.0,0.9075964719552043,0
7.1494770476314615,178.53530615571495,5.261053239074622,172.12604846308471,2.854267561578362,0
6.244786518825701,45.1862585192667,3.0616142699959004,199.04334971301682,2.90271314828497,0
4.674004853400801,117.67434975923426,6.081504753033545,50.0,1.7920524011259513,0
7.102844462209041,134.70318177578463,1.947035290410154,110.37708697638092,2.7661375845266774,1
5.406544429410843,165.3702363416567,2.1304106132555662,312.52895125420685,0.1,0
7.710388645952772,221.59866035562754,4.631188489192326,253.02836365529637,3.327554650709236,1
5.620863648649295,103.69555112419306,0.1,407.3136022042903,1.8430551947228213,0
9.324901607526309,120.12228919092948,0.573073279694154,404.5226445884819,2.141776560799489,0
5.825120061495644,119.247953361207,5.194969942706328,293.3046378603947,1.6794822763340307,0
6.516907725691486,101.9083445937275,0.6561321415536105,281.32382490007114,3.3957074818675057,1
8.220275826054504,129.16881029326424,0.1,256.59311085789005,0.9392683760444662,1
5.1537035253490675,196.24813319927827,6.737054376146181,50.0,3.4744603266068355,0
7.341189901906194,86.76987027813927,0.21236470425158904,110.54404866739247,2.396270920945111,1
8.960714131423643,175.6688637091742,3.3682387966563394,260.0675503098934,2.622664215918158,0
4.588775148158159,47.88586619889986,3.138170385448542,311.60257087476714,1.6707954366710838,0
7.276950787798456,116.31972021346763,0.1,278.96698121381405,0.6917808021036294,1
7.389824191372635,130.23064198692083,2.4653659536643824,160.75350322843423,2.9305107655361016,1
8.172734307665966,250.4915803748439,3.896826498958219,343.74062824694954,2.311408351189331,1
5.144573933682877,133.51186171483872,3.7086187630377214,398.24440287546366,3.3616234583088174,0
5.019315080373586,30.0,4.807041367607003,343.798960029134,1.8062236797843019,0
7.782912348425347,30.06666558832501,2.225017370189132,348.9599329590471,1.5807686211010852,0
7.445477009849779,152.04177518080087,4.425008884184321,194.07742020447893,3.388088236640302,1
7.375739275518815,186.82625134739453,1.6213418638398562,357.5934122700799,3.9118941644974443,1
7.519672314245463,172.52735145763518,0.17906516717444987,264.57586393276574,2.00934717636573,1
5.979962917632264,160.0542063480594,0.4045432486375349,301.15555285220046,1.247242503142894,0
7.348380545741505,219.73557585034,0.1,286.5431842824709,2.810530762789549,1
7.439608709948022,117.62452675577211,5.019171935782388,237.8512894559589,1.7459794338293257,0
5.928472872960448,203.6946333616095,0.1,163.9997524877698,2.5992628254007983,0
9.798661766717135,52.07910689841496,3.5480776812986066,241.78633364459537,1.7407240256212466,0
7.710749381367681,95.70313002371603,2.468151611855134,348.6761617482823,3.564014018211813,1
5.2130447541960265,41.57751630409102,2.794702853098737,205.85241946870906,1.3005104949493003,0
7.984830412950744,133.50928195981245,5.7272145903994,339.3347262608146,2.48052966252196,0
5.5379774946590175,147.22432696401944,2.123145265569453,323.7070670617672,1.5112980297678762,0
8.180626905613678,156.8460895335912,4.223203123099367,220.10626029801696,1.718493438579231,1
8.737893368511106,153.71300117322812,3.0751267027622236,388.88001036195766,1.5879443452394233,0
5.7689765224724345,94.34680015129632,2.695962188734604,214.4453328809294,2.7386080660934153,0
8.445064193866482,138.58554933520705,7.599938248772947,400.9546862612632,2.9183631149338707,0
7.619171390404747,60.15319988365508,0.11731650856926068,293.41269815409726,2.5577388289323713,0
8.233090239991736,231.79373850793502,5.57826367087489,248.41340815464864,1.8920165332547296,0
9.845189473980922,131.78243562611993,4.3128131309799445,161.21986196623462,2.140180031001593,0
6.631917825995695,120.66683285737852,2.040950010736432,241.17397698649586,2.8977215684594246,1
5.869395753463765,245.33641970664496,6.258637034883224,229.62404865055797,2.9293115872076054,0
5.665728355561715,75.46520798704624,0.1,124.17036147490946,0.1,0
5.776284572551843,82.46477315808185,1.9564666854018566,228.2384577282333,1.7277778282273042,0
6.884347435878844,84.22678050788609,0.5830355914618477,169.61968199029144,1.7757412085605144,1
7.511727962224966,145.92771709803108,3.8241669297429204,308.5991768978782,2.669252564126162,1
7.415036198995028,175.89789777825584,0.7738717976256448,380.62804757282026,1.9332291822892542,1
8.240774873554036,194.38052808707002,3.866127893482638,127.30843237047593,2.7191833809492874,1
7.0195028378168605,304.31971904969816,2.6271271683568918,421.23077283669227,0.9213392289694478,0
9.180301115735976,30.0,2.041292114687831,237.14489656148703,2.26005451546078,0
6.603014750143066,186.524135347465,3.777294492066621,152.49786150614858,2.9002056534504943,1
11.080253749884427,116.57216564566613,2.462756752123872,325.77547802081835,0.5256171306818518,0
7.938501021647509,114.8150910666736,0.8227303138819226,205.3545521744952,4.513643468208903,0
5.714263665375576,112.81367230476735,8.602745979269958,241.82633239685057,3.1908859328665193,0
5.393661252908331,95.4738197515216,2.0256656339417107,209.5721755787921,2.001353302465642,0
7.723708622864778,251.0714900762071,0.1,168.32620681351,1.1715918927612319,1
6.664805822011224,200.53783962083418,1.3158026205572229,322.3997032401904,1.8249148497262941,1
8.071000741138137,151.3917587134425,0.46544662325453956,221.3698597105813,2.0838023596113406,1
7.709856436860317,231.06094514922,4.652291232081032,106.33482078207541,2.4406625568120477,1
6.890756631014691,59.24826208206747,3.643305319183172,305.1060124215933,3.500660849460031,0
5.729809422897393,70.15769212014443,3.797425603580688,129.44176489762447,1.523901530557154,0
4.727729162971203,30.0,2.259955068325511,134.67398273247414,2.5627098375725614,0
6.330227571899468,108.03512759260275,2.441299505886157,369.2606204977316,0.707570837399887,0
8.284598191485209,159.70191160228518,2.2581377927846633,130.36601007897883,1.5863992856747327,1
7.321140616195306,156.17151467594005,2.8376136317290603,50.0,2.3767168478693588,1
5.131391831932018,158.96051466359282,4.67066687072967,312.28614849614956,2.6912624910088048,0
7.259771388776773,65.33659013603508,3.672150825010693,219.61365705188697,1.2467675233353803,0
7.577976069593255,198.1892845568413,4.000225659241734,228.23448788618836,1.559208303988086,1
5.674213845698301,164.37765109433988,3.9991178164984054,218.54996066498,3.4605566355835453,0
7.230587658918292,193.9832568879599,4.768884874763476,273.1669939018727,3.1619086196280453,1
7.087313077669,36.434269344596885,3.5763000830805094,174.72807580969322,2.2084572170523664,0
5.2855445532540655,168.6894515278674,3.7176961453578374,397.61148745657647,0.1,0
7.536681040522425,78.73408560494839,5.377612482386313,102.37695196906017,4.511132547690009,0
7.841176789552351,126.16060484691829,1.6699081639937758,294.48749166771233,1.980068438342755,1
8.624576864762915,182.061893918183,1.2885148400969857,314.2121003876584,1.687432941978673,0
8.580703078052355,155.46561637535478,0.6281568016262882,174.03482391666222,1.477640074145885,0
4.933495948064364,98.90760121324087,3.365829127240512,147.62655547221817,2.376367037199109,0
5.593262440127316,150.3763893710651,0.1,351.71742141701566,2.3865825891709296,0
7.77255290081299,58.10788108538142,3.9243081921193546,150.9139245983285,2.9506278731265123,0
7.770678926368313,219.01604375389775,2.781613810998895,189.3336059249433,1.073937835650987,1
7.772571529459071,137.68295883022492,5.269279399642114,338.73089624597463,1.687505121858739,0
12.0,217.11299665531956,1.6561653790700188,253.47412335390243,4.030545723224202,0
7.85633576603975,118.40809877423742,2.5933634291649863,70.28563323708954,2.2245906332499916,1
8.703348460270899,118.58544069560503,5.2444066665867375,424.70591445535143,1.8274756266732535,0
8.431002645239804,104.14879280172921,5.766271293556304,196.99892412200342,1.0583822344162983,0
7.977086876958697,202.57043590158452,1.63969526849636,209.72427100935826,2.5059343058207517,1
6.527096133039482,107.43413056029145,3.3635624651743203,275.5784252326365,3.031018217042444,1
8.138453830739902,188.6757259449106,3.5888379553680965,312.50767970040727,2.8745876458098074,1
5.840762178193643,127.05285613984259,3.7473068112422965,446.1104291291467,1.7411991363910833,0
6.644772089889987,31.442202006502825,2.474848681368756,83.99318505943037,2.361252283363536,0
6.2719546782563445,115.78115593281203,5.56276679624727,332.59522089259457,3.6716594366486115,0
7.122811209079484,79.25350713822911,0.1,324.3009694050077,3.070882292171469,0
10.471987850010263,152.03416342094025,2.1577395303978317,236.28350891258833,1.2158372578066805,0
4.199102211112378,78.57553585953059,3.895861465545894,328.72736948162225,0.1,0
8.029390285561771,205.558506042877,3.9144496238986872,343.4274017636547,2.296772507084235,1
4.5809261932155225,144.53544837881836,5.705518061229526,111.80372150129955,2.7985681267484326,0
6.29210220131585,139.34424031447566,5.396450786402574,424.97665058808303,0.9107755081267375,0
8.63342589545105,189.35352826725494,2.4289167493855524,94.12377468618581,1.9912104778772224,0
7.096420028643194,207.83441604455174,5.599742487061209,136.4683718761227,1.7363009341269213,0
5.38338283310604,148.7940748938209,1.5719165124450902,223.82123263759038,2.104286322232199,0
5.927044436110048,103.72798202704257,4.861774765583675,442.49405131870566,1.4553037128802875,0
8.019396623402013,43.56182303327223,6.6210449568419865,219.17433702466136,3.2905109976279934,0
5.904450052424295,108.83701457788919,5.429888213709939,246.80661099491894,2.147968880632763,0
7.324687884372962,112.9672652011223,3.2115407670482465,393.20786039045635,1.12098311383525,1
7.06835775985572,156.42344717953782,2.3364424564557558,219.96818574345272,2.9174621535937204,1
